ReviewID;CustomerID;ProductID;ReviewDate;Rating;ReviewText;SentimentScore;SentimentCategory;SentimentBucket
875;44;20;27/11/2023;4;Good quality, but could be cheaper.;0.2382;Positive;0.5 to 1.0
876;10;19;19/06/2024;1;The product stopped working after a month.;-0.2263;Mixed Negative;-1.0 to -0.5
877;78;14;28/08/2024;3;The product is okay, but the instructions were unclear.;-0.2617;Mixed Positive;-1.0 to -0.5
878;24;10;26/05/2025;2;Average experience, nothing special.;-0.3089;Mixed Negative;-1.0 to -0.5
879;2;6;16/09/2023;4;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
880;29;13;31/07/2023;5;Excellent product, highly recommend!;0.7773;Positive;0.5 to 1.0
881;63;2;25/04/2023;4;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
882;6;7;8/10/2024;4;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
883;4;9;8/07/2023;4;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
884;24;2;8/11/2023;5;Amazing value for the price.;0.7351;Positive;0.5 to 1.0
885;58;6;10/09/2024;5;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
886;95;15;14/02/2025;5;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
887;38;10;17/03/2025;2;Average experience, nothing special.;-0.3089;Mixed Negative;-1.0 to -0.5
888;83;4;5/01/2023;1;I had a bad experience with this product.;-0.5423;Mixed Negative;-1.0 to -0.5
889;45;15;2/10/2024;4;Great  purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
890;59;5;25/07/2024;1;Product did not meet my expectations.;0.0;Negative;0.0 to 4.9
891;48;9;26/02/2025;3;Not worth the money.;-0.1695;Mixed Positive;-1.0 to -0.5
892;27;4;1/08/2025;4;Great purchase, very  satisfied.;0.8016;Positive;0.5 to 1.0
893;51;3;6/02/2024;4;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
894;82;4;23/06/2023;3;The product is okay, but the instructions were unclear.;-0.2617;Mixed Positive;-1.0 to -0.5
895;38;4;28/10/2024;5;Exceeded my expectations!;0.0;Positive;0.0 to 4.9
896;40;20;17/10/2025;4;Five stars for the quick delivery.;0.0;Positive;0.0 to 4.9
897;48;5;5/01/2025;2;The product is okay, but the instructions were unclear.;-0.2617;Mixed Negative;-1.0 to -0.5
898;76;15;18/09/2023;5;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 4.9
899;89;9;2/01/2024;4;Good quality, but could be cheaper.;0.2382;Positive;0.5 to 1.0
900;10;5;4/04/2025;3;The product is okay, but the instructions were  unclear.;-0.2617;Mixed Positive;-1.0 to -0.5
901;16;19;15/02/2023;4;The quality is top-notch.;0.0;Positive;0.0 to 4.9
902;75;13;2/07/2025;4;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
903;69;5;5/10/2025;4;Customer support  was very helpful.;0.6997;Positive;0.5 to 1.0
904;68;9;24/12/2025;4;Five stars for the quick delivery.;0.0;Positive;0.0 to 4.9
905;82;4;5/05/2024;2;Not  worth the money.;-0.1695;Mixed Negative;-1.0 to -0.5
906;92;17;27/02/2025;4;Five stars for the quick delivery.;0.0;Positive;0.0 to 4.9
907;67;3;21/10/2023;5;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
908;37;9;28/03/2025;3;Not worth the money.;-0.1695;Mixed Positive;-1.0 to -0.5
909;59;7;8/09/2023;4;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
910;92;5;14/06/2023;4;The quality is top-notch.;0.0;Positive;0.0 to 4.9
911;93;6;27/06/2024;1;Product did  not meet my expectations.;0.0;Negative;0.0 to 4.9
912;100;2;27/10/2025;2;Disappointed with the performance.;-0.4767;Mixed Negative;-1.0 to -0.5
913;64;5;6/09/2024;4;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
914;81;19;4/03/2023;5;Great  purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
915;55;5;21/12/2024;1;I had a bad experience with this product.;-0.5423;Mixed Negative;-1.0 to -0.5
916;40;5;5/10/2024;2;Not worth the money.;-0.1695;Mixed Negative;-1.0 to -0.5
917;44;20;17/05/2025;4;The quality is top-notch.;0.0;Positive;0.0 to 4.9
918;50;4;9/09/2024;3;The product  is okay, but the instructions were unclear.;-0.2617;Mixed Positive;-1.0 to -0.5
919;37;18;14/02/2025;1;Terrible customer service, would not buy again.;-0.4767;Mixed Negative;-1.0 to -0.5
920;28;1;13/04/2025;4;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
921;93;11;26/06/2023;5;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
922;92;4;22/07/2025;4;Good quality, but could be cheaper.;0.2382;Positive;0.5 to 1.0
923;3;20;7/02/2024;5;Excellent product, highly  recommend!;0.7773;Positive;0.5 to 1.0
924;62;19;20/12/2024;3;Customer support  was very helpful.;0.6997;Mixed Positive;0.5 to 1.0
925;2;20;10/02/2025;1;Terrible customer service, would  not buy again.;-0.4767;Mixed Negative;-1.0 to -0.5
926;86;12;17/06/2023;4;Five stars for the quick delivery.;0.0;Positive;0.0 to 4.9
927;21;4;8/08/2024;4;Good quality, but could be cheaper.;0.2382;Positive;0.5 to 1.0
928;10;9;25/05/2024;4;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
929;47;5;9/10/2024;5;Amazing value for the price.;0.7351;Positive;0.5 to 1.0
930;83;19;5/08/2024;4;Five stars for the quick delivery.;0.0;Positive;0.0 to 4.9
931;73;8;27/09/2023;5;Excellent product, highly recommend!;0.7773;Positive;0.5 to 1.0
932;11;20;26/08/2023;5;The build quality is impressive.;0.5106;Positive;0.5 to 1.0
933;83;12;11/01/2023;3;Not worth the money.;-0.1695;Mixed Positive;-1.0 to -0.5
934;44;3;26/04/2023;5;I love this  product, will buy again!;0.6696;Positive;0.5 to 1.0
935;71;12;28/08/2025;5;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
936;99;15;23/09/2023;4;Good quality, but could be cheaper.;0.2382;Positive;0.5 to 1.0
937;96;9;8/06/2023;4;Great purchase,  very satisfied.;0.8016;Positive;0.5 to 1.0
938;29;12;8/07/2024;5;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 4.9
939;42;6;9/08/2024;5;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
940;15;12;12/09/2025;4;Great  purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
941;13;9;21/05/2023;4;Five stars for the quick delivery.;0.0;Positive;0.0 to 4.9
942;69;2;19/02/2023;5;Excellent product, highly recommend!;0.7773;Positive;0.5 to 1.0
943;70;19;15/04/2023;5;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
944;72;2;11/08/2024;4;The quality is top-notch.;0.0;Positive;0.0 to 4.9
945;46;5;5/12/2025;4;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 4.9
946;96;7;28/08/2023;2;Disappointed with the performance.;-0.4767;Mixed Negative;-1.0 to -0.5
947;86;18;2/11/2025;2;Average experience, nothing special.;-0.3089;Mixed Negative;-1.0 to -0.5
948;29;10;22/01/2025;5;Shipping was fast  and the item was well-packaged.;0.0;Positive;0.0 to 4.9
949;55;15;25/08/2025;1;Product did  not meet my expectations.;0.0;Negative;0.0 to 4.9
950;96;9;9/02/2024;5;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
951;80;15;11/07/2024;2;Not worth the money.;-0.1695;Mixed Negative;-1.0 to -0.5
952;46;15;14/01/2025;5;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
953;29;3;22/11/2025;4;Five stars for the quick delivery.;0.0;Positive;0.0 to 4.9
954;26;8;13/03/2025;5;Shipping  was fast and the item was well-packaged.;0.0;Positive;0.0 to 4.9
955;53;12;15/03/2023;4;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
956;33;2;26/10/2024;2;Average experience, nothing special.;-0.3089;Mixed Negative;-1.0 to -0.5
957;37;15;26/02/2024;4;I love this product, will buy  again!;0.6696;Positive;0.5 to 1.0
958;45;1;17/08/2023;1;Not worth the money.;-0.1695;Mixed Negative;-1.0 to -0.5
959;85;9;1/01/2025;5;Amazing value for the price.;0.7351;Positive;0.5 to 1.0
960;81;2;23/03/2024;4;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
961;74;20;10/07/2024;5;I love this  product, will buy again!;0.6696;Positive;0.5 to 1.0
962;95;18;16/10/2024;4;Good quality, but could be  cheaper.;0.2382;Positive;0.5 to 1.0
963;36;6;17/11/2023;2;Product did not meet my expectations.;0.0;Negative;0.0 to 4.9
964;60;18;11/06/2024;4;Great purchase,  very satisfied.;0.8016;Positive;0.5 to 1.0
965;25;7;15/12/2024;5;Excellent product, highly recommend!;0.7773;Positive;0.5 to 1.0
966;21;6;30/09/2025;4;Good quality, but could be cheaper.;0.2382;Positive;0.5 to 1.0
967;94;12;22/04/2024;5;The build  quality is impressive.;0.5106;Positive;0.5 to 1.0
968;46;14;7/08/2024;5;The quality is top-notch.;0.0;Positive;0.0 to 4.9
969;48;4;9/04/2023;3;The product is okay, but the instructions were unclear.;-0.2617;Mixed Positive;-1.0 to -0.5
970;43;2;26/05/2024;3;Not worth the money.;-0.1695;Mixed Positive;-1.0 to -0.5
971;5;5;17/12/2024;4;The quality is top-notch.;0.0;Positive;0.0 to 4.9
972;18;19;1/08/2024;5;Exceeded  my expectations!;0.0;Positive;0.0 to 4.9
973;4;4;23/01/2024;4;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
974;13;6;1/03/2024;4;The quality is top-notch.;0.0;Positive;0.0 to 4.9
975;84;15;12/06/2023;3;Not worth the money.;-0.1695;Mixed Positive;-1.0 to -0.5
976;80;7;30/03/2023;4;Shipping was fast and the item  was well-packaged.;0.0;Positive;0.0 to 4.9
977;44;10;28/06/2023;3;Good quality, but could  be cheaper.;0.2382;Mixed Positive;0.5 to 1.0
978;46;13;18/07/2025;5;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
979;14;4;16/03/2024;4;Good quality, but could be cheaper.;0.2382;Positive;0.5 to 1.0
980;92;14;14/07/2023;2;Average experience, nothing special.;-0.3089;Mixed Negative;-1.0 to -0.5
981;48;10;13/05/2023;3;The product is  okay, but the instructions were unclear.;-0.2617;Mixed Positive;-1.0 to -0.5
982;63;7;28/11/2023;4;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
983;31;19;28/05/2024;5;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
984;88;11;23/08/2023;3;The product is okay, but the  instructions were unclear.;-0.2617;Mixed Positive;-1.0 to -0.5
985;78;11;23/10/2025;2;Not worth the money.;-0.1695;Mixed Negative;-1.0 to -0.5
986;20;7;30/11/2025;5;The build quality is impressive.;0.5106;Positive;0.5 to 1.0
987;37;16;15/09/2024;4;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
988;14;14;6/04/2025;4;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
989;93;19;11/06/2023;4;Great  purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
990;7;4;5/05/2023;4;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
991;97;18;10/03/2025;4;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
992;77;2;16/08/2023;3;Not worth the money.;-0.1695;Mixed Positive;-1.0 to -0.5
993;27;12;10/01/2025;2;Good quality, but could be cheaper.;0.2382;Mixed Negative;0.5 to 1.0
994;62;5;27/11/2025;5;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
995;17;8;29/07/2025;3;The product is okay, but the instructions were unclear.;-0.2617;Mixed Positive;-1.0 to -0.5
996;85;10;5/01/2025;5;Exceeded my expectations!;0.0;Positive;0.0 to 4.9
997;82;1;3/10/2023;4;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
998;34;11;18/05/2025;4;Five stars for the quick delivery.;0.0;Positive;0.0 to 4.9
999;37;8;28/05/2023;4;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
1000;86;12;17/11/2025;4;Good quality, but could be cheaper.;0.2382;Positive;0.5 to 1.0
1001;72;13;6/12/2023;3;The product is okay, but the instructions were unclear.;-0.2617;Mixed Positive;-1.0 to -0.5
1002;25;15;15/05/2025;4;Five stars for the quick delivery.;0.0;Positive;0.0 to 4.9
1003;14;16;31/03/2025;5;Five stars for the quick delivery.;0.0;Positive;0.0 to 4.9
1004;53;10;14/01/2024;4;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
1005;82;17;23/10/2024;4;Good quality, but could be cheaper.;0.2382;Positive;0.5 to 1.0
1006;87;2;14/06/2023;5;Exceeded my expectations!;0.0;Positive;0.0 to 4.9
1007;49;9;15/02/2024;5;Amazing value  for the price.;0.7351;Positive;0.5 to 1.0
1008;60;13;5/09/2025;3;Average experience, nothing special.;-0.3089;Mixed Positive;-1.0 to -0.5
1009;31;3;21/11/2025;2;The product is okay, but the instructions were  unclear.;-0.2617;Mixed Negative;-1.0 to -0.5
1010;3;3;17/05/2025;3;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.5 to 1.0
1011;80;19;11/10/2023;5;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 4.9
1012;26;3;25/02/2025;2;Not  worth the money.;-0.1695;Mixed Negative;-1.0 to -0.5
1013;32;8;12/07/2025;4;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
1014;81;20;16/04/2023;4;Five stars for the quick delivery.;0.0;Positive;0.0 to 4.9
1015;25;2;5/03/2023;2;Not worth the money.;-0.1695;Mixed Negative;-1.0 to -0.5
1016;30;16;27/08/2025;2;Product did not meet my expectations.;0.0;Negative;0.0 to 4.9
1017;84;13;26/05/2025;5;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
1018;44;20;29/07/2024;2;Not worth  the money.;-0.1695;Mixed Negative;-1.0 to -0.5
1019;25;12;12/07/2023;4;Five stars for the quick delivery.;0.0;Positive;0.0 to 4.9
1020;100;5;2/09/2025;3;Average experience, nothing special.;-0.3089;Mixed Positive;-1.0 to -0.5
1021;49;20;16/03/2024;4;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
1022;71;5;23/01/2025;3;Not  worth the money.;-0.1695;Mixed Positive;-1.0 to -0.5
1023;77;18;19/10/2023;4;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 4.9
1024;85;19;5/11/2025;3;Shipping was fast and the item was well-packaged.;0.0;Neutral;0.0 to 4.9
1025;31;16;17/02/2025;3;Good quality, but could  be cheaper.;0.2382;Mixed Positive;0.5 to 1.0
1026;90;12;10/11/2023;3;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.5 to 1.0
1027;22;14;20/07/2025;3;Not  worth the money.;-0.1695;Mixed Positive;-1.0 to -0.5
1028;66;3;17/04/2023;3;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.5 to 1.0
1029;66;6;14/11/2025;3;The product is okay, but the instructions were unclear.;-0.2617;Mixed Positive;-1.0 to -0.5
1030;46;16;2/10/2024;5;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
1031;28;1;22/05/2024;3;Average experience, nothing special.;-0.3089;Mixed Positive;-1.0 to -0.5
1032;46;17;3/06/2025;4;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
1033;74;11;16/02/2023;4;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 4.9
1034;34;19;4/02/2024;1;Not worth the money.;-0.1695;Mixed Negative;-1.0 to -0.5
1035;77;9;25/11/2023;5;Exceeded my expectations!;0.0;Positive;0.0 to 4.9
1036;24;7;16/08/2025;2;Disappointed with the performance.;-0.4767;Mixed Negative;-1.0 to -0.5
1037;66;16;20/05/2024;4;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
1038;22;13;28/05/2024;3;Not worth  the money.;-0.1695;Mixed Positive;-1.0 to -0.5
1039;15;1;25/11/2024;3;Five stars for the quick delivery.;0.0;Neutral;0.0 to 4.9
1040;100;19;2/03/2024;5;The build quality is  impressive.;0.5106;Positive;0.5 to 1.0
1041;19;18;14/04/2024;4;Great  purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
1042;68;1;6/10/2023;3;Not worth the money.;-0.1695;Mixed Positive;-1.0 to -0.5
1043;29;12;6/01/2025;4;Five stars for the quick delivery.;0.0;Positive;0.0 to 4.9
1044;79;1;22/03/2024;4;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
1045;33;19;14/12/2024;3;The product is  okay, but the instructions were unclear.;-0.2617;Mixed Positive;-1.0 to -0.5
1046;45;8;17/05/2025;1;The product arrived late.;0.0;Negative;0.0 to 4.9
1047;6;5;9/10/2025;5;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
1048;25;17;18/11/2025;3;Customer support was very helpful.;0.6997;Mixed Positive;0.5 to 1.0
1049;50;2;26/05/2023;5;Five stars for  the quick delivery.;0.0;Positive;0.0 to 4.9
1050;83;8;14/06/2024;5;Excellent product, highly  recommend!;0.7773;Positive;0.5 to 1.0
1051;63;5;16/03/2024;2;The product arrived late.;0.0;Negative;0.0 to 4.9
1052;55;5;14/08/2023;4;The quality is top-notch.;0.0;Positive;0.0 to 4.9
1053;6;16;29/02/2024;5;Five stars for the quick delivery.;0.0;Positive;0.0 to 4.9
1054;82;17;27/03/2024;3;The product is okay, but the instructions were unclear.;-0.2617;Mixed Positive;-1.0 to -0.5
1055;17;7;18/10/2024;3;Average experience,  nothing special.;-0.3089;Mixed Positive;-1.0 to -0.5
1056;68;17;14/09/2023;2;Not worth the money.;-0.1695;Mixed Negative;-1.0 to -0.5
1057;49;17;13/09/2024;3;Shipping was fast and the item was well-packaged.;0.0;Neutral;0.0 to 4.9
1058;32;16;16/11/2024;3;Great purchase, very satisfied.;0.8016;Mixed Positive;0.5 to 1.0
1059;67;2;23/12/2023;2;Not worth the money.;-0.1695;Mixed Negative;-1.0 to -0.5
1060;15;10;5/05/2023;3;Good quality, but could be  cheaper.;0.2382;Mixed Positive;0.5 to 1.0
1061;64;7;17/12/2023;4;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
1062;93;13;21/11/2023;5;Great purchase,  very satisfied.;0.8016;Positive;0.5 to 1.0
1063;5;6;21/09/2025;4;Good quality,  but could be cheaper.;0.2382;Positive;0.5 to 1.0
1064;32;16;2/09/2024;3;The  product is okay, but the instructions were unclear.;-0.2617;Mixed Positive;-1.0 to -0.5
1065;33;9;21/03/2023;5;Exceeded my expectations!;0.0;Positive;0.0 to 4.9
1066;81;6;29/08/2025;4;The quality is  top-notch.;0.0;Positive;0.0 to 4.9
1067;50;7;9/05/2024;5;Amazing value for the price.;0.7351;Positive;0.5 to 1.0
1068;61;15;16/08/2025;2;The product is okay, but the instructions were unclear.;-0.2617;Mixed Negative;-1.0 to -0.5
1069;84;9;5/03/2025;4;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 4.9
1070;23;20;16/08/2025;3;Not worth the money.;-0.1695;Mixed Positive;-1.0 to -0.5
1071;23;7;16/09/2024;4;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
1072;51;2;15/02/2023;3;Not worth the money.;-0.1695;Mixed Positive;-1.0 to -0.5
1073;30;10;22/09/2023;4;Good quality, but could be cheaper.;0.2382;Positive;0.5 to 1.0
1074;21;13;7/04/2023;4;Good quality, but could be cheaper.;0.2382;Positive;0.5 to 1.0
1075;52;9;25/07/2025;5;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 4.9
1076;22;9;29/10/2024;5;The quality is top-notch.;0.0;Positive;0.0 to 4.9
1077;95;14;18/04/2025;5;Amazing value for the price.;0.7351;Positive;0.5 to 1.0
1078;8;2;15/12/2023;4;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
1079;73;16;19/06/2025;3;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.5 to 1.0
1080;86;16;27/05/2025;4;Shipping was fast and the item  was well-packaged.;0.0;Positive;0.0 to 4.9
1081;91;5;31/07/2023;5;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
1082;87;13;9/02/2025;5;Five stars for the quick delivery.;0.0;Positive;0.0 to 4.9
1083;40;6;2/04/2024;4;The quality is top-notch.;0.0;Positive;0.0 to 4.9
1084;99;12;29/10/2023;3;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.5 to 1.0
1085;46;6;2/07/2025;4;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
1086;47;11;7/04/2024;5;The build quality is impressive.;0.5106;Positive;0.5 to 1.0
1087;35;10;27/07/2023;3;The product is okay, but the instructions were unclear.;-0.2617;Mixed Positive;-1.0 to -0.5
1088;55;13;5/05/2025;4;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
1089;54;12;12/04/2024;3;The product is okay, but the instructions were unclear.;-0.2617;Mixed Positive;-1.0 to -0.5
1090;3;14;9/01/2023;4;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 4.9
1091;72;2;28/01/2024;2;The product  arrived late.;0.0;Negative;0.0 to 4.9
1092;82;5;16/02/2023;4;Five stars  for the quick delivery.;0.0;Positive;0.0 to 4.9
1093;25;8;24/10/2025;3;Average experience, nothing special.;-0.3089;Mixed Positive;-1.0 to -0.5
1094;48;11;4/07/2023;2;Not worth the money.;-0.1695;Mixed Negative;-1.0 to -0.5
1095;31;15;23/09/2024;4;The quality is  top-notch.;0.0;Positive;0.0 to 4.9
1096;82;13;17/11/2023;4;Five stars for the quick delivery.;0.0;Positive;0.0 to 4.9
1097;47;12;15/10/2023;2;Average experience, nothing special.;-0.3089;Mixed Negative;-1.0 to -0.5
1098;62;15;2/04/2023;5;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 4.9
1099;90;12;17/03/2024;5;Excellent product, highly recommend!;0.7773;Positive;0.5 to 1.0
1100;88;14;13/08/2025;4;Five stars for the quick delivery.;0.0;Positive;0.0 to 4.9
1101;58;13;9/01/2025;5;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 4.9
1102;35;12;1/02/2024;4;The quality is top-notch.;0.0;Positive;0.0 to 4.9
1103;39;5;12/05/2023;5;The build quality is impressive.;0.5106;Positive;0.5 to 1.0
1104;39;6;6/08/2023;3;Not worth the money.;-0.1695;Mixed Positive;-1.0 to -0.5
1105;20;16;19/03/2023;3;Good  quality, but could be cheaper.;0.2382;Mixed Positive;0.5 to 1.0
1106;37;5;29/01/2025;5;Five stars for the quick delivery.;0.0;Positive;0.0 to 4.9
1107;51;14;27/03/2024;4;Five stars for the quick delivery.;0.0;Positive;0.0 to 4.9
1108;50;3;3/05/2023;1;The product stopped working after a month.;-0.2263;Mixed Negative;-1.0 to -0.5
1109;22;18;9/06/2023;5;Excellent product,  highly recommend!;0.7773;Positive;0.5 to 1.0
1110;38;8;26/04/2024;3;Not worth the money.;-0.1695;Mixed Positive;-1.0 to -0.5
1111;91;16;25/01/2024;3;Good quality,  but could be cheaper.;0.2382;Mixed Positive;0.5 to 1.0
1112;40;1;7/06/2023;5;Excellent product, highly recommend!;0.7773;Positive;0.5 to 1.0
1113;28;3;23/11/2024;3;The product is okay, but the instructions were unclear.;-0.2617;Mixed Positive;-1.0 to -0.5
1114;56;15;14/06/2025;4;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 4.9
1115;82;4;12/10/2023;3;Good quality, but could be  cheaper.;0.2382;Mixed Positive;0.5 to 1.0
1116;52;5;22/05/2025;4;Five stars for the quick delivery.;0.0;Positive;0.0 to 4.9
1117;74;11;12/09/2023;4;The quality is top-notch.;0.0;Positive;0.0 to 4.9
1118;50;16;15/05/2023;4;Five stars for the quick delivery.;0.0;Positive;0.0 to 4.9
1119;99;4;19/01/2024;2;Product did not meet my expectations.;0.0;Negative;0.0 to 4.9
1120;4;17;30/09/2024;2;Average experience, nothing special.;-0.3089;Mixed Negative;-1.0 to -0.5
1121;23;20;25/06/2023;4;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
1122;78;19;3/12/2023;5;The quality is top-notch.;0.0;Positive;0.0 to 4.9
1123;68;20;2/06/2024;3;The product is  okay, but the instructions were unclear.;-0.2617;Mixed Positive;-1.0 to -0.5
1124;6;9;22/10/2025;5;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
1125;100;12;20/07/2025;2;Good quality, but could be cheaper.;0.2382;Mixed Negative;0.5 to 1.0
1126;10;19;19/03/2025;2;Not worth the money.;-0.1695;Mixed Negative;-1.0 to -0.5
1127;82;15;6/01/2024;4;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
1128;77;6;11/02/2023;5;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 4.9
1129;80;10;6/11/2024;5;The build quality is impressive.;0.5106;Positive;0.5 to 1.0
1130;88;13;30/12/2025;4;The quality is top-notch.;0.0;Positive;0.0 to 4.9
1131;97;2;2/06/2025;5;The build  quality is impressive.;0.5106;Positive;0.5 to 1.0
1132;68;9;22/12/2023;3;Average experience, nothing special.;-0.3089;Mixed Positive;-1.0 to -0.5
1133;46;19;12/09/2023;4;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
1134;29;8;16/06/2024;5;The  build quality is impressive.;0.5106;Positive;0.5 to 1.0
1135;77;12;26/10/2024;1;Product did not meet my expectations.;0.0;Negative;0.0 to 4.9
1136;62;8;2/03/2025;5;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
1137;73;5;19/01/2025;3;Five stars for the quick delivery.;0.0;Neutral;0.0 to 4.9
1138;81;4;23/12/2024;3;The quality is top-notch.;0.0;Neutral;0.0 to 4.9
1139;18;5;28/02/2024;3;Average experience, nothing special.;-0.3089;Mixed Positive;-1.0 to -0.5
1140;28;12;7/03/2023;2;Disappointed with the performance.;-0.4767;Mixed Negative;-1.0 to -0.5
1141;24;17;1/04/2023;5;Customer  support was very helpful.;0.6997;Positive;0.5 to 1.0
1142;4;2;24/04/2024;4;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 4.9
1143;75;18;9/08/2025;4;The quality is top-notch.;0.0;Positive;0.0 to 4.9
1144;24;8;29/01/2024;5;The build quality  is impressive.;0.5106;Positive;0.5 to 1.0
1145;61;8;25/02/2024;5;Excellent product, highly recommend!;0.7773;Positive;0.5 to 1.0
1146;88;15;10/02/2024;4;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 4.9
1147;79;5;9/05/2025;5;Excellent product, highly recommend!;0.7773;Positive;0.5 to 1.0
1148;94;2;11/10/2024;4;Good quality, but  could be cheaper.;0.2382;Positive;0.5 to 1.0
1149;67;13;24/12/2023;3;Not worth the money.;-0.1695;Mixed Positive;-1.0 to -0.5
1150;90;3;19/02/2024;5;Five stars for the quick delivery.;0.0;Positive;0.0 to 4.9
1151;46;15;19/01/2025;5;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
1152;23;14;5/11/2025;3;Customer  support was very helpful.;0.6997;Mixed Positive;0.5 to 1.0
1153;53;10;17/06/2023;5;Excellent product, highly recommend!;0.7773;Positive;0.5 to 1.0
1154;9;19;9/07/2023;2;Disappointed with the performance.;-0.4767;Mixed Negative;-1.0 to -0.5
1155;1;12;9/01/2025;5;Exceeded my expectations!;0.0;Positive;0.0 to 4.9
1156;79;18;16/06/2024;3;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.5 to 1.0
1157;13;12;16/07/2025;1;The product stopped working after a month.;-0.2263;Mixed Negative;-1.0 to -0.5
1158;99;20;29/07/2024;4;The quality is top-notch.;0.0;Positive;0.0 to 4.9
1159;59;9;29/01/2025;5;The quality is top-notch.;0.0;Positive;0.0 to 4.9
1160;97;7;26/12/2025;5;Five stars for the quick delivery.;0.0;Positive;0.0 to 4.9
